user,item
1809,2801
436,7069
1826,522
1227,3993
239,251
914,283
266,608
700,1170
759,1189
655,1237
215,3492
1661,3698
1180,781
605,3479
701,9573
8,427
1351,10716
498,2991
1259,859
376,61
1024,963
1877,419
762,480
1535,850
1171,616
783,10284
180,1072
539,45
1250,11317
1890,12412
832,2954
1119,228
961,3627
1766,185
1543,2622
706,153
1016,11949
1712,5863
1865,447
1817,2068
1356,9200
37,1299
380,1624
348,161
294,371
1755,458
28,61
1032,12103
1436,674
1275,784
352,690
1598,1726
1194,8742
111,2888
1727,728
1657,16030
206,191
1379,1173
691,50
6,317
1235,287
1247,5312
957,1869
1321,221
1500,2211
569,600
358,748
826,2881
802,83
1425,419
4,236
444,1366
187,3362
955,784
1822,1663
1090,66
993,438
677,9335
1734,612
484,3006
574,5591
1481,3820
992,11769
1545,6310
565,4675
263,601
1216,2328
414,206
134,3216
743,3339
1182,296
1777,10607
129,963
615,8874
1706,2679
1281,13811
66,1969
1273,59
1501,338
1433,217
384,6244
964,527
1327,681
675,695
666,1877
1399,3180
783,8082
188,848
1575,593
1184,1100
1101,1859
631,8511
1387,700
1784,16983
1739,1455
352,2068
634,3341
1533,537
138,3281
894,1461
1004,87
736,1095
1589,3620
234,4689
1800,214
796,4275
1220,288
961,1495
1736,6995
967,784
89,2519
1684,16287
970,6189
467,2328
627,683
1199,739
155,372
1244,1235
362,700
1191,10741
218,251
1282,7199
219,2079
631,2068
1055,1948
769,10172
1849,6902
569,1366
1173,1234
1857,2359
211,836
1644,492
586,201
1137,1028
792,305
999,11407
1672,372
974,90
101,2705
1739,334
977,224
1120,372
1402,14552
645,9071
1545,4963
1468,6896
527,7948
263,722
894,531
1180,13189
1889,614
1231,769
1561,2085
1623,282
436,7078
1780,604
405,6679
118,3005
0,60
1504,519
262,2953
997,5458
116,294
646,9089
210,61
944,2014
1754,227
1855,17409
935,494
1510,75
1085,304
1098,12610
1596,9029
1508,700
412,66
1489,5426
1586,799
526,7936
1282,230
933,3641
1281,1401
1348,14201
1115,5031
578,157
1665,952
1718,614
1185,336
369,6356
1219,3004
666,9270
1603,4098
378,343
947,61
950,91
344,228
1344,1335
1200,746
279,4718
1067,2106
654,83
1242,13601
248,1351
898,490
854,10780
1309,1406
696,969
949,11499
1263,845
896,1455
1764,2511
22,901
916,292
745,48
1298,300
139,3284
1000,2788
795,2798
775,286
140,537
1104,3691
616,8889
954,350
286,153
1515,4963
1140,3341
278,5308
403,1107
241,455
1577,908
274,5232
1195,728
1592,83
1581,1265
133,3208
1870,4610
1537,83
135,865
1064,1373
1041,338
1479,3698
1357,4834
1683,458
411,6763
1385,423
1040,2612
1005,989
689,601
455,327
290,5427
738,701
1632,2921
1455,6
210,423
387,536
636,319
1254,784
451,609
268,219
1450,222
219,294
1519,2506
1377,35
853,6733
1847,1169
1004,4034
1750,1039
688,1417
1405,4519
362,6259
731,2587
1790,282
1017,10884
1624,15856
62,466
160,2136
1615,283
1276,13795
1304,2250
57,1721
753,10017
614,8850
679,4367
1371,289
1662,3812
554,2777
489,7581
664,9250
343,6039
631,293
779,39
455,7243
441,1604
1237,521
468,7323
1339,4112
111,2902
37,1311
1013,6765
1280,319
859,6978
1814,90
532,289
1763,1604
220,265
543,8098
1498,553
1386,7600
1597,399
204,4309
182,3930
28,66
712,410
269,475
537,1401
480,7486
655,1446
1051,9046
478,1403
1059,157
865,1179
1325,305
1567,2351
94,1066
736,399
1765,298
1801,153
45,221
500,5127
1655,214
981,294
599,8641
340,4008
420,464
10,482
1631,8279
1105,3077
270,197
418,2946
897,928
530,7959
437,7104
1113,12765
1064,224
1613,15814
125,526
123,2534
287,5392
1713,319
1620,201
1524,3988
1322,4621
329,5340
216,349
1610,1026
450,526
357,6193
1849,2841
425,327
1667,1233
1830,3164
617,1064
1772,4258
995,435
823,859
745,2455
708,973
1246,531
27,224
298,5524
1852,166
1215,3433
646,9096
210,435
117,1235
1797,11018
592,286
231,898
148,943
694,2060
1715,3250
1504,318
367,6339
27,338
316,5715
1745,183
1070,505
1632,537
1316,3949
590,8553
550,284
1812,360
771,433
59,58
1712,718
1782,1072
125,1025
729,264
650,303
1531,1404
939,1705
119,3036
697,1091
1759,418
971,7938
372,308
433,7025
926,685
70,2044
303,4940
96,1900
1499,532
662,1197
1554,232
57,1743
1000,289
997,10
1637,418
1364,2169
1185,522
1451,312
1341,14152
1873,492
241,4771
632,899
484,2515
1307,4351
1678,2767
938,1025
496,1237
651,1349
1281,183
535,7985
1766,476
1539,221
1569,184
829,5650
57,107
90,460
18,49
655,9143
576,952
1583,399
1611,228
1789,5184
556,2617
986,5046
504,153
1315,289
467,45
880,1178
287,5398
1202,13332
1699,16424
717,283
374,469
1608,318
443,7141
18,282
1773,541
918,317
1174,455
460,1932
522,729
1034,288
1763,3537
1630,167
1654,1504
760,289
1550,7946
501,251
12,557
202,279
289,5413
799,3473
90,300
1164,7481
1573,1532
647,148
1862,5487
1711,804
1027,7218
1414,703
482,4522
798,2205
996,710
902,294
279,424
1437,323
450,520
1306,5445
896,11121
940,239
346,858
302,937
1564,4071
76,2173
368,813
804,1357
1121,10805
1027,10534
425,6943
29,214
568,8387
1329,294
498,283
733,1360
4,261
28,1073
252,4157
677,9334
348,52
1573,4020
865,487
165,3538
1093,5849
1136,12938
1858,675
1828,1729
1275,5144
868,223
496,681
528,1326
334,2601
1437,14722
1166,465
1112,540
1692,1435
1405,860
1153,360
642,285
1400,8688
1592,1669
875,460
1692,371
981,338
893,1728
579,5175
1614,2068
6,349
231,4657
397,338
26,1033
440,4449
1779,8253
1398,889
601,8658
153,282
1152,4383
1440,3862
1887,17567
65,204
858,6838
1197,527
1118,536
1874,2653
1691,1237
1832,52
1454,14787
436,7053
1376,3953
1029,3252
1355,14321
1419,151
469,1547
718,9660
1744,14585
1561,1186
1487,3188
248,832
395,45
821,492
1657,16027
909,11235
1162,211
295,5490
1473,14959
1619,1391
53,1638
716,166
630,1397
1405,6897
1102,2536
1879,17520
800,1454
1554,13763
1395,166
999,285
275,1357
540,8049
1094,283
1274,1076
46,1492
122,942
1795,11973
315,945
445,1370
1533,292
253,4919
11,524
1651,288
1149,593
403,3391
110,2856
1707,1460
553,289
1357,1543
859,327
291,5440
1858,1440
1789,3633
1586,167
424,17
1875,439
476,1369
1130,222
1000,11856
864,921
1094,3287
1844,202
1598,15725
819,228
1326,3526
143,491
322,4282
1228,7235
702,1630
1536,9114
1367,3794
978,3178
1117,192
305,83
1728,6548
1516,500
505,601
1674,12009
271,5148
508,412
1239,312
1370,695
569,206
1524,3257
44,1451
50,1563
543,3463
321,3433
767,1454
1718,728
848,2199
1335,14093
1159,13078
1109,531
781,7492
1596,13988
374,2967
38,1335
1783,211
48,700
1334,498
514,812
1311,372
1650,10752
1110,4700
558,1100
723,320
211,4262
559,2560
335,5906
474,7392
462,7292
640,59
524,7902
205,2604
1662,3429
1207,285
1363,12295
1374,59
344,5923
179,1845
1766,906
717,397
478,973
1805,1777
1232,13529
1017,3566
909,4178
166,426
1862,701
1613,15810
1433,608
1476,492
826,10575
1284,5952
372,399
899,11153
720,9688
963,11588
323,703
567,1142
1100,2250
1532,5231
896,505
710,4762
1668,16094
491,807
1332,12888
1770,296
229,4522
1643,296
864,338
901,11183
282,1661
599,2044
750,1370
758,224
1141,9172
391,1624
948,11484
1520,426
1199,4677
463,7297
378,479
765,3221
1473,695
1581,15617
883,3037
729,6579
1521,371
75,677
1291,300
1357,3923
568,2124
307,1089
618,1213
85,2417
1089,500
1389,2816
1356,722
84,2396
1024,296
57,1722
786,845
844,228
885,976
33,1184
1783,677
624,1091
56,1691
684,291
148,494
440,599
604,8681
362,2726
1113,406
1078,431
950,1375
1240,13573
1803,491
1290,327
258,24
982,729
347,952
84,205
578,8454
1860,1142
187,608
1179,321
979,1663
1098,6026
209,294
1621,7962
1863,820
1039,529
58,433
994,673
309,492
905,1023
1080,325
1873,1029
1636,1455
1205,1938
400,2542
106,2805
1164,8157
459,938
591,1504
490,1844
1589,3629
189,66
428,6964
1555,201
1123,435
138,3280
947,950
916,3783
214,3421
622,1367
667,1360
1821,680
1502,15137
1372,148
119,1850
1421,570
1328,7580
537,288
212,296
893,4039
1497,2381
471,683
905,11199
1621,710
886,2032
1218,397
1390,14514
1793,17047
1308,13970
332,293
458,3330
1494,527
930,5358
1359,59
1345,480
469,83
1806,75
1303,513
1163,683
1091,4626
1169,13140
1315,336
552,7829
1002,556
1160,327
1193,217
653,323
38,913
420,323
791,318
75,777
439,460
138,155
588,2962
1640,540
951,8611
396,957
994,11786
898,534
82,2365
416,153
407,729
254,327
340,5995
1066,2618
1802,2221
653,155
1444,807
1059,176
513,383
1869,151
1532,11831
477,7468
1185,452
123,3096
1855,479
807,957
1513,9776
1818,61
527,842
82,1531
1093,314
1871,1367
1390,1391
247,1455
438,7107
1361,1089
935,5131
1684,577
564,832
274,1581
153,1592
1735,16664
559,8274
854,1230
934,223
425,6939
770,1039
1472,382
162,161
1586,845
1581,701
1760,286
1461,1189
1431,55
177,3866
152,3449
1176,673
867,2068
755,282
335,49
813,1513
1174,971
416,148
1624,1317
179,483
183,1389
1494,520
1469,3367
995,2511
188,4045
1868,285
408,3520
868,10902
708,1232
1233,807
1813,1506
1439,316
357,6190
1004,1222
1493,412
182,3940
814,10480
1067,1506
140,3289
1836,3465
458,7260
1618,1865
562,8307
430,977
1833,4374
1455,684
1199,2157
1142,283
1210,13384
1378,294
45,294
1421,3399
1281,701
1361,512
474,7366
138,322
705,9608
91,1547
560,950
1877,4374
1079,5507
973,598
1070,2472
117,582
812,10444
1211,214
366,3433
538,8031
237,406
647,1646
1288,13843
1687,16326
1513,2809
1044,12177
155,2506
1585,483
1862,17432
238,506
459,7263
1331,14069
1890,17606
726,286
1006,11891
1159,11026
648,1998
771,289
733,469
400,985
1439,478
415,6831
886,259
1723,327
798,1090
144,288
9,450
158,1970
1367,2463
444,206
866,1375
450,673
561,285
1663,16075
1386,455
1367,1780
962,10249
1782,1919
1379,2795
297,1385
815,10498
952,3692
575,222
406,5844
1570,683
1837,1033
1202,1122
131,314
1804,858
71,1237
206,66
1155,193
1722,1234
483,481
1826,1025
158,199
706,712
1698,462
1336,288
587,3021
326,287
916,327
1792,5921
1026,308
1501,83
710,444
371,50
1701,14976
280,4683
507,167
828,4522
408,5343
192,4132
261,161
486,7550
1711,626
983,950
1196,3013
14,630
1243,13606
622,3251
1273,728
15,692
1653,11876
1,105
504,1088
6,346
1564,1170
1862,17430
1056,4093
195,493
379,2604
1188,285
930,1374
1758,12441
343,1624
845,473
1741,16696
1032,2191
2,145
1429,2337
904,1852
1081,684
1606,228
764,10116
448,300
952,3099
1125,66
750,4219
1120,10424
512,377
888,327
405,1402
183,50
1002,160
1185,13200
1127,469
1564,8056
157,211
53,1634
1481,977
185,1417
552,1089
1814,2916
104,247
192,4118
1398,524
975,52
1391,781
233,157
327,1195
608,701
1281,2434
226,2354
589,8539
1834,606
1645,10291
938,3180
1309,608
1276,13786
617,228
1351,10545
1127,2459
758,498
1624,4956
1761,16862
1144,4045
1651,449
713,412
215,311
1650,6826
245,944
161,3633
503,147
265,5088
438,847
1118,259
1414,200
190,2950
1601,15735
1751,13028
1171,1935
51,529
39,215
1729,5863
312,3430
1890,13644
683,492
523,703
376,6402
531,1466
1123,5783
1684,16288
1454,3074
514,2364
383,495
1599,3836
1127,969
938,6135
1846,2585
691,1170
1759,5319
906,2068
1554,15516
90,537
564,8139
604,282
1712,4046
1276,3228
1669,16145
1267,479
1261,971
1102,4522
857,1036
329,318
45,963
73,2116
961,211
994,8120
947,288
968,3061
195,1025
186,480
1273,197
148,3389
620,1360
76,816
125,519
1160,153
261,157
954,1237
554,807
424,58
239,3153
1713,9334
1251,10264
49,796
251,1357
1848,7468
1021,10722
221,4517
1336,286
1663,509
1063,3166
1307,300
200,1341
1422,14662
1647,4032
1149,711
960,221
91,186
960,444
668,2830
1738,10439
1202,377
1355,14288
1424,4702
1558,960
532,322
1324,1865
189,4056
585,211
386,3423
574,8429
1404,522
481,894
142,3312
1312,13982
93,455
1055,12294
1489,1879
129,3157
914,4813
1614,198
1480,2575
1591,83
1853,695
30,626
1291,283
1158,7114
873,2953
1302,703
886,677
1595,4207
69,2027
1006,2460
329,1681
370,1005
486,1999
809,460
1639,1000
481,203
383,6470
1333,1825
931,410
1143,12987
841,1330
1473,11622
807,10419
522,1407
1729,11004
393,635
112,2016
1140,223
927,227
1005,9511
393,327
1390,4920
1411,3274
1310,1381
1857,2943
629,1255
1156,3164
861,2835
165,2421
1564,1518
1802,155
1732,14675
514,1207
160,1035
1523,691
757,4704
124,3103
222,1604
1467,6012
1141,232
272,2460
930,616
281,1455
1694,2044
1001,1330
1325,675
499,4604
1216,1025
1345,900
1470,943
79,2307
729,4051
648,2508
472,294
1847,17363
1381,700
811,538
706,491
1864,3452
502,695
1019,300
884,11051
1890,3315
198,159
577,512
1592,793
283,435
1121,12841
1707,4522
1329,455
1274,13769
1410,1032
257,4046
1573,1178
1855,327
749,9963
287,5399
1814,3227
868,10906
125,383
1886,3061
80,564
66,845
505,701
204,4303
1387,1252
621,8926
1390,14512
1766,7886
1492,15068
298,5184
1111,3604
1871,176
166,1066
673,6081
1356,677
1678,1518
1109,318
189,75
1713,680
210,848
1715,976
1839,221
1852,3163
1887,1117
112,423
1380,283
1169,1035
118,759
1332,8309
982,604
594,1402
1130,953
65,1956
1159,3023
522,7877
1694,1369
403,1663
1495,9128
923,3320
1116,2766
1886,685
1246,4178
659,2168
1751,83
424,3089
537,695
605,1095
1418,279
833,1025
1330,512
1038,684
1133,845
247,1005
880,338
1799,11235
1674,16173
1132,942
1195,942
495,293
1231,3633
474,7390
1240,13595
336,201
1225,170
1339,224
1267,10798
847,1081
858,10820
453,160
1658,435
1373,770
1113,12052
102,2721
940,157
711,8061
1340,1025
1845,444
950,3604
1803,834
1759,13721
1632,251
1382,8982
1311,2781
325,969
1342,161
988,781
1501,312
632,455
279,1763
1143,6460
429,412
1158,52
1764,748
1184,444
1691,5999
1680,718
1643,460
232,1175
1206,3235
1224,23
1782,698
829,279
1837,346
519,412
796,167
1071,942
74,2158
1642,15977
931,616
166,1877
617,1063
1869,1234
1629,727
983,90
1182,13192
1273,222
1190,455
1449,684
249,532
1691,674
1697,4704
699,227
1646,148
1754,82
31,1147
502,906
282,1028
1751,7286
610,2119
1008,2003
1632,284
734,2380
703,1763
198,2491
613,8238
432,7016
199,523
1085,319
1230,13516
1347,201
1103,164
1073,3851
1208,12986
377,973
1328,2515
157,1107
100,769
393,155
310,284
1663,16074
725,524
1104,2024
1637,851
1121,12830
187,1109
251,700
1697,310
1565,1448
491,7602
411,6764
1379,222
954,397
185,3993
1199,13294
1269,287
1588,1237
1473,529
1585,2956
909,11220
856,10798
1463,3190
1207,299
737,201
412,1391
1561,1919
489,7578
824,1692
1731,3432
165,3542
1290,3390
435,460
613,8829
138,904
803,492
943,5855
1501,174
1169,1250
492,2076
1636,522
1736,3014
318,296
1307,224
1331,13770
920,3633
1113,12754
980,1604
366,197
1333,1043
1804,58
1738,15545
1310,5304
1177,10133
738,201
663,2332
1133,1397
149,3415
527,2596
1718,14334
143,2819
1003,963
263,845
180,286
1847,593
1022,227
1202,13328
547,2594
831,1894
1717,963
765,1506
1415,343
205,700
1164,729
773,3388
1863,17440
1507,1970
629,4182
1868,301
1137,294
1781,1403
485,294
264,5059
629,1512
745,9906
943,294
1385,157
68,519
514,2816
1436,419
1238,1170
901,11187
267,279
1690,898
1581,2297
1558,1973
23,832
883,325
1322,4625
1705,16491
308,695
1548,314
1765,1689
1121,12829
1311,336
1122,706
1018,308
153,695
1879,3619
1320,12488
1636,2970
367,1755
1746,1757
702,3436
1067,1381
1028,304
113,1903
1411,1114
1377,4112
608,45
445,2517
1060,3355
276,5252
377,4712
655,282
1271,703
540,1453
1048,12215
1535,15334
663,1795
1185,2970
711,969
1051,3851
1214,12993
376,283
529,211
600,1446
1576,365
346,1738
1105,506
1684,16278
1603,1134
108,2829
980,287
1440,1405
646,9099
467,909
1269,294
244,676
1153,3013
296,2328
1672,149
1795,17054
1848,17379
1622,921
531,49
1471,1122
1707,1763
728,9767
400,1067
1854,431
1654,413
394,2164
273,5198
638,1063
176,687
598,157
1329,49
1201,423
1347,519
624,969
1305,4718
1374,223
619,460
197,314
703,842
1577,1959
1788,170
1167,2671
156,1450
503,7688
988,1664
1202,13325
1120,12805
1743,16735
190,919
1329,535
769,7267
704,854
1029,2664
645,5801
303,10
1439,14726
209,4396
493,7619
1519,315
1283,13822
575,8443
1840,505
1053,167
1171,115
237,4722
1148,530
644,9065
1755,640
1328,6280
634,525
536,4718
1485,292
1220,185
1358,1971
261,50
857,4420
310,5642
1672,16152
1367,2718
267,300
1245,518
534,1400
1816,17203
681,66
906,6611
606,505
591,1363
1649,66
515,4178
979,201
870,2967
449,1888
530,435
1440,371
550,319
1604,518
1649,1391
1425,433
413,6792
43,346
1370,459
1626,616
923,64
1469,285
448,83
902,11194
1195,294
1063,290
162,3660
826,866
1876,151
331,83
1343,1230
1565,458
945,9705
314,697
880,3534
958,251
1082,906
588,251
355,569
1122,908
9,286
382,480
981,166
847,426
1583,15646
1865,494
1885,4285
393,6576
64,1925
600,788
1837,292
312,214
363,455
744,9863
730,8665
340,2966
169,282
55,312
1138,10896
450,522
704,148
698,285
1461,406
653,289
818,2377
1341,5479
1129,9362
1463,5173
1260,6926
474,5664
656,9155
624,8950
991,372
1841,1999
94,527
1261,1919
1094,201
268,5124
968,354
365,458
1357,836
1604,294
647,4148
316,5714
1610,685
260,5024
333,1895
1715,61
13,148
1509,1495
831,5073
1605,360
149,1218
587,8519
1561,532
499,49
851,10737
1869,286
1881,279
61,1823
1761,16866
1697,336
1826,300
120,1095
1499,193
355,214
634,327
1833,410
1748,1081
1317,318
1670,16148
1231,739
789,1369
426,2331
1390,219
939,3203
1487,412
1658,184
678,9373
517,7817
1867,61
1223,673
1373,203
837,1289
1216,13418
273,5202
57,120
1091,2124
1117,47
209,283
903,259
116,2963
365,198
1582,9225
1559,1415
926,1671
1165,283
1229,13502
388,1025
554,1122
1143,8260
255,4952
970,1395
1777,1914
1865,6312
359,282
529,5656
336,3633
1848,1122
1560,2522
382,462
1452,14781
1271,230
446,519
1832,289
1367,224
1499,310
1658,444
887,319
933,4573
46,83
890,11090
1442,703
27,1040
222,222
1121,1753
284,5354
1812,204
658,9181
1588,61
869,495
1139,1872
366,310
238,1788
22,322
1227,428
1685,7307
1154,2404
1246,4105
349,6115
28,153
1688,1240
1667,936
611,287
298,5508
1134,149
1837,698
1509,1155
1703,16477
931,3566
321,834
1406,14573
15,673
1729,1921
1437,14723
1695,1039
1082,479
1890,3309
1719,61
472,673
1456,1369
1286,598
1635,793
1633,848
597,3465
594,6904
421,999
939,1035
595,371
1252,13647
1870,296
860,221
523,53
1097,94
339,1234
1847,17367
994,677
1018,10726
964,7685
159,3623
1022,148
303,1791
945,1960
737,3038
617,2134
1495,232
1127,10626
1266,283
564,8325
1368,148
513,221
163,435
684,9017
1265,3566
1832,49
1463,3258
91,343
407,709
1373,283
1085,300
702,9101
1703,228
1643,336
317,455
126,3120
168,182
1485,2766
1237,11088
1347,1623
1293,635
345,3058
1839,10814
509,512
1856,285
643,1095
422,59
816,391
482,222
956,455
227,3461
837,10651
1322,4615
702,247
995,437
795,1039
920,11361
810,148
457,2337
98,1095
1722,343
980,282
1252,417
572,834
1696,1965
660,742
804,3433
393,6573
913,3374
1699,16421
1271,161
216,312
106,401
1821,290
125,292
1656,80
1422,1685
1582,15639
443,34
1551,15455
1690,178
1180,91
915,505
1449,5411
758,1508
1128,12889
162,520
716,2113
364,1173
634,7908
784,5186
1569,1391
934,1746
1581,15618
1707,224
461,3576
767,10147
481,7235
1250,3176
546,8118
367,5471
551,3151
840,323
901,11177
102,454
744,9874
89,2522
1546,228
597,5708
668,3741
479,2941
1089,3607
1515,12692
1553,322
359,283
15,286
1015,4574
1014,65
272,601
1533,15320
246,4869
1015,706
123,3091
35,1232
1656,4168
991,2412
741,5682
1819,8962
206,1081
1772,221
1701,3380
305,1919
1016,1844
1844,1777
1313,673
1750,1096
360,6229
1138,1368
1324,1369
545,4262
1093,320
1787,1913
62,1860
1374,412
1435,911
559,944
242,3036
267,380
28,1061
202,325
526,563
132,65
1547,9949
378,344
751,343
954,2331
823,726
742,9840
194,289
1297,1587
221,1122
1313,2005
1468,157
1695,16382
404,2724
1422,3684
1357,12935
431,1872
1364,845
384,343
1409,1446
795,612
1060,3180
713,1618
656,9165
1195,12590
967,2957
1656,2380
1273,165
1426,680
1548,59
398,156
899,5239
1049,430
888,7962
327,5840
649,323
100,2648
1398,1375
1337,14126
603,8670
1232,3661
1024,479
139,698
1538,15342
1765,675
416,858
106,1122
998,11841
1022,223
1152,13038
790,2014
221,1207
646,1869
780,1769
1589,8495
369,64
1470,8644
1265,388
1145,11205
1393,14523
1212,83
1257,5030
508,817
430,221
299,5145
910,11252
302,5404
875,1766
766,1746
492,325
651,3439
826,7258
576,283
871,193
51,354
1685,511
1127,803
1791,17012
1669,10122
326,303
1819,1461
949,11494
850,4146
1887,17562
1073,7592
1284,1401
18,675
1041,371
154,944
1676,49
732,1240
1761,16865
189,4059
544,3927
1331,1477
1319,221
1785,1691
1025,12030
607,8739
708,799
239,2968
1123,3243
1341,8110
966,8514
1207,522
660,9211
944,2475
1880,537
1782,1370
134,164
472,1669
1712,701
1516,2324
1795,17062
1288,7072
1619,452
1513,15214
1485,286
1871,859
1647,418
1709,325
1571,2189
571,8396
1554,15510
966,11610
1046,469
894,963
1239,1034
1726,5552
186,3051
1136,12944
994,6568
1383,536
1612,338
301,469
1280,492
419,6899
291,2079
1545,15408
529,4003
708,1845
1166,1034
146,455
707,1381
986,11728
1369,288
974,2841
1700,1204
4,272
1113,1037
512,3589
1462,13108
1444,1859
1053,12270
1422,14663
1530,157
1190,1571
1497,894
1560,435
307,295
613,8845
827,401
12,574
1226,2591
1034,318
1566,460
37,1327
668,1107
1065,12383
1636,538
343,4039
446,1089
1744,16742
476,7451
415,6837
192,4124
262,5039
863,2146
204,1704
55,289
185,548
1625,4030
737,304
317,680
1206,9467
751,1447
420,1669
145,3349
341,677
1779,8831
917,900
187,2191
1463,870
1253,1641
757,295
1154,13050
1347,1090
144,640
1095,3858
66,1968
1709,16354
1360,1388
396,23
294,224
758,1368
1238,224
796,608
375,911
1242,197
1811,1528
940,2040
1238,492
1549,2443
1203,247
747,739
813,7205
511,908
1615,49
1025,12004
317,289
1295,151
289,311
1564,377
1133,2617
597,431
1238,294
1654,527
1392,2918
1071,2348
1485,1956
964,458
1077,3817
1451,380
1006,11884
1412,1444
185,3983
1249,360
848,498
981,695
1051,12241
437,1403
33,796
239,3339
1039,9001
884,11059
1213,1191
783,5183
1419,492
667,221
1614,2618
1131,9215
58,1100
451,50
1596,2331
1078,231
393,165
1323,4222
1484,2331
675,283
857,10815
1024,2079
62,167
1066,12432
1313,675
174,417
1888,1495
1787,919
1699,16409
1873,459
410,6747
587,5332
147,3383
444,960
1746,8510
993,8260
1480,700
1673,1133
1564,799
599,8650
1063,1089
1100,12633
1610,1033
1226,2586
401,5707
1426,303
661,2448
498,185
1215,706
344,6064
1561,1082
486,3663
1534,15327
139,284
1325,894
914,363
288,494
602,371
1441,187
1047,2924
168,1417
992,435
1025,12028
1461,1880
177,2589
1436,344
1083,11045
1338,1623
1653,511
1156,963
1027,12051
705,259
1317,899
432,1696
1555,15532
1869,599
1779,16956
1058,1999
237,4731
335,593
1378,8727
739,455
220,2911
1753,3429
1297,10740
1222,933
461,1063
911,1023
1415,14612
1072,482
1630,3280
613,8834
1633,492
280,2332
1528,294
407,166
1240,13568
1097,989
434,5929
789,200
268,5117
1872,950
1730,1373
1495,15089
1882,849
1543,5119
651,988
1245,201
1013,9225
1473,6579
746,468
1526,82
1563,15557
642,282
